church_id,type,url,caption,credit,license,order
st-ann-parish-church-st-ann-s-bay-st-ann,image,https://res.cloudinary.com/kwierenga/image/upload/v1776905204/churches/st-ann-parish-church-st-ann-s-bay-st-ann-3.png,"St. Ann Parish Church, St. Ann's Bay",,Fair use,3
st-ann-parish-church-st-ann-s-bay-st-ann,image,https://res.cloudinary.com/kwierenga/image/upload/v1776905205/churches/st-ann-parish-church-st-ann-s-bay-st-ann-4.png,"St. Ann Parish Church, St. Ann's Bay",,Fair use,4
st-ann-parish-church-st-ann-s-bay-st-ann,image,https://res.cloudinary.com/kwierenga/image/upload/v1776905206/churches/st-ann-parish-church-st-ann-s-bay-st-ann-5.png,"St. Ann Parish Church, St. Ann's Bay",,Fair use,5
st-ann-parish-church-st-ann-s-bay-st-ann,image,https://res.cloudinary.com/kwierenga/image/upload/v1777234024/churches/st-ann-parish-church-st-ann-s-bay-st-ann-1.jpg,St. Anns Bay Parish Church Hall St. Ann,anglicandioceseja.org,Fair use,6
st-thomas-lacovia-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1774635202/lacovia-1_h8jutk.jpg,"St. Thomas Anglican Church, Lacovia",,Unknown,1
st-thomas-lacovia-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/w_800/f_auto/q_auto/v1775774882/dji_fly_20241221_172958_200_1734823758932_aeb_dl9ecw.jpg,"St. Thomas, Lacovia",,Unknown,2
st-thomas-lacovia-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/w_800/f_auto/q_auto/v1775774882/dji_fly_20241221_173330_218_1734823716435_aeb_k3hvhr.jpg,"St. Thomas, Lacovia",,Unknown,3
st-thomas-lacovia-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1776480694/churches/st-thomas-lacovia-st-elizabeth-4.jpg,"St. Thomas', Lacovia — aerial view",,Fair use,4
st-thomas-lacovia-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/w_800/f_auto/q_auto/v1775774882/dji_fly_20241221_173426_224_1734823706646_aeb_gv8ifv.jpg,"St. Thomas, Lacovia",,Unknown,5
st-thomas-lacovia-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1776480696/churches/st-thomas-lacovia-st-elizabeth-5.jpg,"St. Thomas', Lacovia — aerial view",,Fair use,6
st-thomas-lacovia-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/w_800/f_auto/q_auto/v1775774881/dji_fly_20241221_173710_240_1734823661553_aeb_wvcomj.jpg,"St. Thomas, Lacovia",,Unknown,7
st-thomas-lacovia-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1776480699/churches/st-thomas-lacovia-st-elizabeth-6.jpg,"St. Thomas', Lacovia — aerial view",,Fair use,8
st-thomas-lacovia-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1776480701/churches/st-thomas-lacovia-st-elizabeth-7.jpg,"St. Thomas', Lacovia — aerial view",,Fair use,9
st-thomas-lacovia-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135396/churches/st-thomas-lacovia-st-elizabeth-9.png,"St. Thomas', Lacovia",https://jamaicanancestralrecords.com/parishes-2/st-elizabeth-2/st-thomas-anglican/,Fair use,10
st-thomas-lacovia-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135397/churches/st-thomas-lacovia-st-elizabeth-10.png,"St. Thomas', Lacovia",https://jamaicanancestralrecords.com/parishes-2/st-elizabeth-2/st-thomas-anglican/,Fair use,11
st-thomas-lacovia-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/st-elizabeth/hurricane-melissa/Lacovia-St.-Elizabeth-1.jpg,"Hurricane Melissa damage, Lacovia",Anglican Diocese of Jamaica,Fair use,12
st-thomas-lacovia-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1777134213/churches/st-thomas-lacovia-st-elizabeth-8.jpg,"Hurricane Melissa damage, St. Thomas, Lacovia",Jamaica Gleaner,Fair use,13
st-john-s-parish-church-black-river-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1774647586/black-river-2_jjvifi.jpg,"St. John's Parish Church ruins, Black River",,Unknown,1
st-john-s-parish-church-black-river-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1774647592/black-river-3_ldiswz.jpg,"St. John's Parish Church ruins, Black River",,Unknown,2
st-john-s-parish-church-black-river-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135389/churches/st-john-s-parish-church-black-river-st-elizabeth-4.png,"St. John's (Parish Church), Black River",https://jamaicanancestralrecords.com/parishes-2/st-elizabeth-2/st-john-anglican-black-river-st-elizabeth/,Fair use,3
st-george-s-church-83-east-street-kingston,image,https://res.cloudinary.com/kwierenga/image/upload/v1776194868/churches/st-george-s-church-83-east-street-kingston-2.jpg,"St. George's Church, East Street, Kingston",,Fair use,1
st-george-s-church-83-east-street-kingston,image,https://res.cloudinary.com/kwierenga/image/upload/v1776194869/churches/st-george-s-church-83-east-street-kingston-3.jpg,"St. George's Church, East Street, Kingston",,Fair use,2
st-george-s-church-83-east-street-kingston,image,https://res.cloudinary.com/kwierenga/image/upload/v1776194871/churches/st-george-s-church-83-east-street-kingston-5.jpg,"St. George's Church, East Street, Kingston",,Fair use,3
st-george-s-church-83-east-street-kingston,image,https://res.cloudinary.com/kwierenga/image/upload/v1776194871/churches/st-george-s-church-83-east-street-kingston-6.jpg,"St. George's Church, East Street, Kingston",,Fair use,4
st-george-s-church-83-east-street-kingston,image,https://res.cloudinary.com/kwierenga/image/upload/v1777234159/churches/st-george-s-church-83-east-street-kingston-1.jpg,"St. George's, 83 East Street, Kingston",anglicandioceseja.org,Fair use,5
hanover-parish-church-lucea-hanover,image,https://res.cloudinary.com/kwierenga/image/upload/v1776905206/churches/hanover-parish-church-lucea-hanover-4.jpg,"Hanover Parish Church, Lucea",,Fair use,1
hanover-parish-church-lucea-hanover,image,https://res.cloudinary.com/kwierenga/image/upload/v1776905207/churches/hanover-parish-church-lucea-hanover-6.webp,"Hanover Parish Church, Lucea",,Fair use,2
hanover-parish-church-lucea-hanover,image,https://res.cloudinary.com/kwierenga/image/upload/v1776905208/churches/hanover-parish-church-lucea-hanover-7.jpg,"Hanover Parish Church, Lucea",,Fair use,3
hanover-parish-church-lucea-hanover,image,https://res.cloudinary.com/kwierenga/image/upload/v1776905209/churches/hanover-parish-church-lucea-hanover-8.jpg,"Hanover Parish Church, Lucea (heritage record)",,Fair use,4
hanover-parish-church-lucea-hanover,image,https://res.cloudinary.com/kwierenga/image/upload/v1777065894/churches/hanover-parish-church-lucea-hanover-9.jpg,"Hanover Parish Church, Lucea",,Fair use,5
hanover-parish-church-lucea-hanover,image,https://res.cloudinary.com/kwierenga/image/upload/v1777065895/churches/hanover-parish-church-lucea-hanover-10.jpg,"Hanover Parish Church, Lucea",,Fair use,6
hanover-parish-church-lucea-hanover,image,https://res.cloudinary.com/kwierenga/image/upload/v1777120048/churches/hanover-parish-church-lucea-hanover-14.jpg,"Hanover Parish Church, Lucea",,Fair use,7
hanover-parish-church-lucea-hanover,image,https://res.cloudinary.com/kwierenga/image/upload/hanover/hurricane-melissa/Lucea-Parish-Church-Vestry-800x450.jpg,"Hurricane Melissa damage, Hanover Parish Church vestry, Lucea",Anglican Diocese of Jamaica,Fair use,8
st-gabriel-s-may-pen-clarendon,image,https://res.cloudinary.com/kwierenga/image/upload/may-pen-1_qnspzn.jpg,"St. Gabriel's, May Pen",,Unknown,1
st-gabriel-s-may-pen-clarendon,image,https://res.cloudinary.com/kwierenga/image/upload/v1777234035/churches/st-gabriel-s-may-pen-clarendon-1.jpg,St. Gabriels Church 10 Church Street May Pen Clarendon,anglicandioceseja.org,Fair use,2
st-george-s-savanna-la-mar-parish-church-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777065901/churches/st-george-s-savanna-la-mar-parish-church-westmoreland-3.jpg,"St. George's, Savanna-la-Mar (Parish Church)",,Fair use,1
st-george-s-savanna-la-mar-parish-church-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777065902/churches/st-george-s-savanna-la-mar-parish-church-westmoreland-4.jpg,"St. George's, Savanna-la-Mar (Parish Church)",,Fair use,2
st-george-s-savanna-la-mar-parish-church-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777065903/churches/st-george-s-savanna-la-mar-parish-church-westmoreland-5.jpg,"St. George's, Savanna-la-Mar (Parish Church)",,Fair use,3
st-george-s-savanna-la-mar-parish-church-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777065903/churches/st-george-s-savanna-la-mar-parish-church-westmoreland-6.jpg,"St. George's, Savanna-la-Mar (Parish Church)",,Fair use,4
st-george-s-savanna-la-mar-parish-church-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777065905/churches/st-george-s-savanna-la-mar-parish-church-westmoreland-8.jpg,"St. George's, Savanna-la-Mar (Parish Church)",,Fair use,5
st-george-s-savanna-la-mar-parish-church-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777065905/churches/st-george-s-savanna-la-mar-parish-church-westmoreland-9.jpg,"St. George's, Savanna-la-Mar (Parish Church)",,Fair use,6
st-george-s-savanna-la-mar-parish-church-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777065906/churches/st-george-s-savanna-la-mar-parish-church-westmoreland-10.jpg,"St. George's, Savanna-la-Mar (Parish Church)",,Fair use,7
st-george-s-savanna-la-mar-parish-church-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777065906/churches/st-george-s-savanna-la-mar-parish-church-westmoreland-11.jpg,"St. George's, Savanna-la-Mar (Parish Church)",,Fair use,8
st-george-s-savanna-la-mar-parish-church-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777120072/churches/st-george-s-savanna-la-mar-parish-church-westmoreland-12.jpg,"St. George's, Savanna-la-Mar (Parish Church)",,Fair use,9
st-george-s-savanna-la-mar-parish-church-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135430/churches/st-george-s-savanna-la-mar-parish-church-westmoreland-21.png,"St. George's, Savanna-la-Mar (Parish Church)",https://jamaicanancestralrecords.com/parishes-2/westmoreland/st-georges-anglican-westmoreland/,Fair use,10
st-george-s-savanna-la-mar-parish-church-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777234036/churches/st-george-s-savanna-la-mar-parish-church-westmoreland-1.jpg,St. Georges Church 95 Great George Street Savanna la Mar Westmoreland,anglicandioceseja.org,Fair use,11
st-george-s-savanna-la-mar-parish-church-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777235965/churches/st-george-s-savanna-la-mar-parish-church-westmoreland-23.jpg,"St. George's Parish Church, Savanna-la-Mar",anglicandioceseja.org,Fair use,12
st-george-s-savanna-la-mar-parish-church-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/westmoreland/hurricane-melissa/St.-Georges-Sav-la-Mar2-800x600.jpg,"Hurricane Melissa damage, St. George's Savanna-la-Mar",Anglican Diocese of Jamaica,Fair use,13
st-peter-s-parish-church-falmouth-trelawny,image,https://res.cloudinary.com/kwierenga/image/upload/falmouth-1_f1ngmy.jpg,"St. Peter's Parish Church, Falmouth",,Unknown,1
st-peter-s-parish-church-falmouth-trelawny,image,https://res.cloudinary.com/kwierenga/image/upload/v1777065954/churches/st-peter-s-parish-church-falmouth-trelawny-2.jpg,"St. Peter's (Parish Church), Falmouth",,Fair use,2
st-peter-s-parish-church-falmouth-trelawny,image,https://res.cloudinary.com/kwierenga/image/upload/v1777065956/churches/st-peter-s-parish-church-falmouth-trelawny-3.jpg,"St. Peter's (Parish Church), Falmouth",,Fair use,3
christ-church-morant-bay-st-thomas,image,https://res.cloudinary.com/kwierenga/image/upload/morant-bay-1_iipt39.jpg,"Christ Church (Parish Church), Morant Bay",,Unknown,1
christ-church-morant-bay-st-thomas,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135413/churches/christ-church-morant-bay-st-thomas-2.png,"Christ Church, Morant Bay",https://jamaicanancestralrecords.com/parishes-2/st-thomas/christ-church-morant-bay-st-thomas/,Fair use,2
christ-church-morant-bay-st-thomas,image,https://res.cloudinary.com/kwierenga/image/upload/v1777234000/churches/christ-church-morant-bay-st-thomas-1.jpg,Christ Church 1 East Street Morant Bay,anglicandioceseja.org,Fair use,3
st-mary-parish-church-port-maria-st-mary,image,https://res.cloudinary.com/kwierenga/image/upload/port-maria-1_vbewjz.jpg,"St. Mary Parish Church, Port Maria",,Unknown,1
st-mary-parish-church-port-maria-st-mary,image,https://res.cloudinary.com/kwierenga/image/upload/v1777066015/churches/st-mary-parish-church-port-maria-st-mary-3.jpg,"St. Mary (Parish Church), Port Maria",,Fair use,2
st-mary-parish-church-port-maria-st-mary,image,https://res.cloudinary.com/kwierenga/image/upload/v1777066016/churches/st-mary-parish-church-port-maria-st-mary-4.jpg,"St. Mary (Parish Church), Port Maria",,Fair use,3
st-mary-parish-church-port-maria-st-mary,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135410/churches/st-mary-parish-church-port-maria-st-mary-5.png,"St. Mary (Parish Church), Port Maria",https://jamaicanancestralrecords.com/parishes-2/st-mary-2/st-marys-parish-church-port-maria-st-mary/,Fair use,4
st-mary-parish-church-port-maria-st-mary,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135411/churches/st-mary-parish-church-port-maria-st-mary-6.png,"St. Mary (Parish Church), Port Maria",https://jamaicanancestralrecords.com/parishes-2/st-mary-2/st-marys-parish-church-port-maria-st-mary/,Fair use,5
st-mary-parish-church-port-maria-st-mary,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135411/churches/st-mary-parish-church-port-maria-st-mary-7.png,"St. Mary (Parish Church), Port Maria",https://jamaicanancestralrecords.com/parishes-2/st-mary-2/st-marys-parish-church-port-maria-st-mary/,Fair use,6
st-andrew-parish-church-half-way-tree-st-andrew,image,https://res.cloudinary.com/kwierenga/image/upload/st-andrew-1_souv07.jpg,"St. Andrew Parish Church, Half-Way-Tree",,Unknown,1
st-andrew-parish-church-half-way-tree-st-andrew,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135363/churches/st-andrew-parish-church-half-way-tree-st-andrew-2.jpg,"St. Andrew Parish Church, Half-Way-Tree",https://jamaicanancestralrecords.com/parishes-2/st-andrew-2/st-andrew-parish-church-half-way-tree-st-andrew/,Fair use,2
st-andrew-parish-church-half-way-tree-st-andrew,image,https://res.cloudinary.com/kwierenga/image/upload/v1777234024/churches/st-andrew-parish-church-half-way-tree-st-andrew-1.jpg,St. Andrews Parish Church 6 Hagley Park Road Kingston 10 St. Andrew,anglicandioceseja.org,Fair use,3
christ-church-parish-church-port-antonio-portland,image,https://res.cloudinary.com/kwierenga/image/upload/port-antonio-1_axr4uq.jpg,"Christ Church Parish Church, Port Antonio",,Unknown,1
christ-church-parish-church-port-antonio-portland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135348/churches/christ-church-parish-church-port-antonio-portland-4.png,"Christ Church (Parish Church), Port Antonio",https://jamaicanancestralrecords.com/parishes-2/portland-2/christ-church-anglican-port-antonio/,Fair use,2
christ-church-parish-church-port-antonio-portland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135349/churches/christ-church-parish-church-port-antonio-portland-5.png,"Christ Church (Parish Church), Port Antonio",https://jamaicanancestralrecords.com/parishes-2/portland-2/christ-church-anglican-port-antonio/,Fair use,3
christ-church-parish-church-port-antonio-portland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135349/churches/christ-church-parish-church-port-antonio-portland-6.png,"Christ Church (Parish Church), Port Antonio",https://jamaicanancestralrecords.com/parishes-2/portland-2/christ-church-anglican-port-antonio/,Fair use,4
christ-church-parish-church-port-antonio-portland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777234004/churches/christ-church-parish-church-port-antonio-portland-1.jpg,Christ Church Harbour Street Port Antonio Portland,anglicandioceseja.org,Fair use,5
st-mark-s-parish-church-mandeville-manchester,image,https://res.cloudinary.com/kwierenga/image/upload/v1777235957/churches/st-mark-s-parish-church-mandeville-manchester-2.jpg,"Windrush service at Manchester Cathedral (St. Mark's, Mandeville), 2023",anglicandioceseja.org,Fair use,1
st-mark-s-parish-church-mandeville-manchester,image,https://res.cloudinary.com/kwierenga/image/upload/v1777235959/churches/st-mark-s-parish-church-mandeville-manchester-3.png,"St. Mark's Parish Church, Mandeville",anglicandioceseja.org,Fair use,2
st-thomas-bluefields-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/westmoreland/hurricane-melissa/Bluefields-800x600.jpg,"Hurricane Melissa damage, St. Thomas' Bluefields",Anglican Diocese of Jamaica,Fair use,1
christ-church-christiana-manchester,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135333/churches/christ-church-christiana-manchester-3.png,"Christ Church, Christiana",https://jamaicanancestralrecords.com/parishes-2/manchester-2/christ-church-anglican/,Fair use,1
christ-church-christiana-manchester,image,https://res.cloudinary.com/kwierenga/image/upload/v1777234002/churches/christ-church-christiana-manchester-1.jpg,Christ Church Christiana Sedburgh Manchester,anglicandioceseja.org,Fair use,2
christ-church-christiana-manchester,image,https://res.cloudinary.com/kwierenga/image/upload/v1777234003/churches/christ-church-christiana-manchester-2.jpg,Christ Church Chudleigh Pen Christiana Manchester,anglicandioceseja.org,Fair use,3
christ-church-christiana-manchester,image,https://res.cloudinary.com/kwierenga/image/upload/manchester/hurricane-melissa/Christ-CHurch-Christiana-800x600.jpg,"Hurricane Melissa damage, Christ Church Christiana",Anglican Diocese of Jamaica,Fair use,4
christ-church-christiana-manchester,image,https://res.cloudinary.com/kwierenga/image/upload/manchester/hurricane-melissa/St-Judes-Battersea.-Christiana-Cure-800x600.jpg,"Hurricane Melissa damage, St. Jude's Battersea (Christiana Cure)",Anglican Diocese of Jamaica,Fair use,5
st-andrew-s-gilnock-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1776440534/churches/st-andrew-s-gilnock-st-elizabeth-2.jpg,"St. Andrew's, Gilnock",,Fair use,1
st-andrew-s-gilnock-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1776440534/churches/st-andrew-s-gilnock-st-elizabeth-3.jpg,"St. Andrew's, Gilnock",,Fair use,2
st-andrew-s-gilnock-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1776440535/churches/st-andrew-s-gilnock-st-elizabeth-4.webp,"St. Andrew's, Gilnock",,Fair use,3
st-andrew-s-gilnock-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1776440536/churches/st-andrew-s-gilnock-st-elizabeth-5.jpg,"St. Andrew's, Gilnock",,Fair use,4
st-andrew-s-gilnock-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1776483107/churches/st-andrew-s-gilnock-st-elizabeth-6.jpg,"St. Andrew's, Gilnock",,Fair use,5
st-andrew-s-gilnock-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1776483108/churches/st-andrew-s-gilnock-st-elizabeth-7.jpg,"St. Andrew's, Gilnock",,Fair use,6
st-andrew-s-gilnock-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135383/churches/st-andrew-s-gilnock-st-elizabeth-13.png,"St. Andrew's, Gilnock",https://jamaicanancestralrecords.com/parishes-2/st-elizabeth-2/st-andrews-anglican/,Fair use,7
st-andrew-s-gilnock-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/st-elizabeth/hurricane-melissa/GILNOCK-637x800.jpg,"Hurricane Melissa damage, St. Andrew's Gilnock",Anglican Diocese of Jamaica,Fair use,8
holy-trinity-grange-hill-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135427/churches/holy-trinity-grange-hill-westmoreland-6.png,"Holy Trinity, Grange Hill",https://jamaicanancestralrecords.com/parishes-2/westmoreland/church-of-the-holy-trinity-westmoreland/,Fair use,1
holy-trinity-grange-hill-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777234011/churches/holy-trinity-grange-hill-westmoreland-1.jpg,Holy Trinity Church Lincoln Grange Hill Westmoreland,anglicandioceseja.org,Fair use,2
holy-trinity-grange-hill-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/westmoreland/hurricane-melissa/Holy-Trinity-Grange-Hill-Gordon-Hall2-800x360.jpg,"Hurricane Melissa damage, Holy Trinity Grange Hill",Anglican Diocese of Jamaica,Fair use,3
holy-trinity-grange-hill-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/westmoreland/hurricane-melissa/Holy-Trinity-8-800x360.jpg,"Hurricane Melissa damage, Holy Trinity Grange Hill",Anglican Diocese of Jamaica,Fair use,4
holy-trinity-whitehall-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/w_800/f_auto/q_auto/v1775774755/dji_fly_20241221_165128_137_1734823854108_aeb_es5wib.jpg,"Holy Trinity, Whitehall",,Unknown,1
holy-trinity-whitehall-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/w_800/f_auto/q_auto/v1775774755/dji_fly_20241221_165342_149_1734823837580_aeb_jkko6q.jpg,"Holy Trinity, Whitehall",,Unknown,2
holy-trinity-whitehall-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/w_800/f_auto/q_auto/v1775774754/dji_fly_20241221_170916_188_1734823800334_aeb_csvoi5.jpg,"Holy Trinity, Whitehall",,Unknown,3
holy-trinity-whitehall-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/w_800/f_auto/q_auto/v1775774755/dji_fly_20241221_170956_191_1734823789464_aeb_jgf6lt.jpg,"Holy Trinity, Whitehall",,Unknown,4
holy-trinity-whitehall-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/v1777234013/churches/holy-trinity-whitehall-st-elizabeth-1.jpg,Holy Trinity Church Whitehall New Market,anglicandioceseja.org,Fair use,5
holy-trinity-whitehall-st-elizabeth,image,https://res.cloudinary.com/kwierenga/image/upload/st-elizabeth/hurricane-melissa/Holy-Trinity-Whitehall-part-of-the-St-Thomas-Cure-Lacovia-800x600.jpg,"Hurricane Melissa damage, Holy Trinity Whitehall",Anglican Diocese of Jamaica,Fair use,6
ss-simon-and-jude-ewarton-st-catherine,image,https://res.cloudinary.com/kwierenga/image/upload/v1776905411/churches/ss-simon-and-jude-ewarton-st-catherine-2.jpg,"SS Simon and Jude, Ewarton",,Fair use,1
ss-simon-and-jude-ewarton-st-catherine,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135377/churches/ss-simon-and-jude-ewarton-st-catherine-3.png,"SS Simon and Jude, Ewarton",https://jamaicanancestralrecords.com/parishes-2/st-catherine-2/st-simon-st-judes-ewarton-st-catherine/,Fair use,2
ss-simon-and-jude-ewarton-st-catherine,image,https://res.cloudinary.com/kwierenga/image/upload/st-catherine/hurricane-melissa/St-Simons-St-Judes-Ewarton3-450x800.jpg,"Hurricane Melissa damage, SS Simon and Jude, Ewarton",Anglican Diocese of Jamaica,Fair use,3
st-barnabas-george-s-plain-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135428/churches/st-barnabas-george-s-plain-westmoreland-3.png,"St. Barnabas', George's Plain",https://jamaicanancestralrecords.com/parishes-2/westmoreland/st-barnabas-anglican-westmoreland/,Fair use,1
st-barnabas-george-s-plain-westmoreland,image,https://res.cloudinary.com/kwierenga/image/upload/westmoreland/hurricane-melissa/St.-Barnabas-Georges-Plain-800x600.jpg,"Hurricane Melissa damage, St. Barnabas' George's Plain",Anglican Diocese of Jamaica,Fair use,2
st-michael-s-clarks-town-trelawny,image,https://res.cloudinary.com/kwierenga/image/upload/v1777065947/churches/st-michael-s-clarks-town-trelawny-2.jpg,"St. Michael's, Clarks Town",,Fair use,1
st-michael-s-clarks-town-trelawny,image,https://res.cloudinary.com/kwierenga/image/upload/v1777135423/churches/st-michael-s-clarks-town-trelawny-5.png,"St. Michael's, Clarks Town",https://jamaicanancestralrecords.com/parishes-2/trelawny-2/st-michael-anglican-trelawny/,Fair use,2
st-michael-s-clarks-town-trelawny,image,https://res.cloudinary.com/kwierenga/image/upload/v1777234017/churches/st-michael-s-clarks-town-trelawny-1.jpg,St Michaels Church Swanswick Clarks Town Trelawny,anglicandioceseja.org,Fair use,3
st-michael-s-clarks-town-trelawny,image,https://res.cloudinary.com/kwierenga/image/upload/trelawny/hurricane-melissa/St-Michaels-Clarks-Town-1-800x600.jpg,"Hurricane Melissa damage, St. Michael's Clarks Town",Anglican Diocese of Jamaica,Fair use,4
st-michael-s-clarks-town-trelawny,image,https://res.cloudinary.com/kwierenga/image/upload/v1777134213/churches/st-michael-s-clarks-town-trelawny-4.jpg,"Hurricane Melissa damage, St. Michael's, Clarks Town",Jamaica Gleaner,Fair use,5
